,NeighborhoodName,PointLocation,UBERTime0,CaptureData0,UBERTime1,CaptureData1,UBERTime2,CaptureData2,UBERTime3,CaptureData3,UBERTime4,CaptureData4,UBERTime5,CaptureData5,UBERTime6,CaptureData6,UBERTime7,CaptureData7,UBERTime8,CaptureData8,UBERTime9,CaptureData9,UBERTime10,CaptureData10,UBERTime11,CaptureData11,UBERTime12,CaptureData12,UBERTime13,CaptureData13,UBERTime14,CaptureData14,UBERTime15,CaptureData15,UBERTime16,CaptureData16,UBERTime17,CaptureData17,UBERTime18,CaptureData18,UBERTime19,CaptureData19,UBERTime20,CaptureData20,UBERTime21,CaptureData21,UBERTime22,CaptureData22,UBERTime23,CaptureData23,UBERTime24,CaptureData24,UBERTime25,CaptureData25,UBERTime26,CaptureData26,UBERTime27,CaptureData27,UBERTime28,CaptureData28,UBERTime29,CaptureData29,UBERTime30,CaptureData30,UBERTime31,CaptureData31,UBERTime32,CaptureData32,UBERTime33,CaptureData33,UBERTime34,CaptureData34,UBERTime35,CaptureData35,UBERTime36,CaptureData36,UBERTime37,CaptureData37,UBERTime38,CaptureData38,UBERTime39,CaptureData39,UBERTime40,CaptureData40,UBERTime41,CaptureData41,UBERTime42,CaptureData42,UBERTime43,CaptureData43,UBERTime44,CaptureData44,UBERTime45,CaptureData45,UBERTime46,CaptureData46,UBERTime47,CaptureData47,UBERTime48,CaptureData48,UBERTime49,CaptureData49,UBERTime50,CaptureData50,UBERTime51,CaptureData51,UBERTime52,CaptureData52,UBERTime53,CaptureData53,UBERTime54,CaptureData54,UBERTime55,CaptureData55,UBERTime56,CaptureData56,UBERTime57,CaptureData57,UBERTime58,CaptureData58,UBERTime59,CaptureData59,UBERTime60,CaptureData60,UBERTime61,CaptureData61,UBERTime62,CaptureData62,UBERTime63,CaptureData63,UBERTime64,CaptureData64,UBERTime65,CaptureData65,UBERTime66,CaptureData66,UBERTime67,CaptureData67,UBERTime68,CaptureData68,UBERTime69,CaptureData69,UBERTime70,CaptureData70,UBERTime71,CaptureData71,UBERTime72,CaptureData72,UBERTime73,CaptureData73,UBERTime74,CaptureData74,UBERTime75,CaptureData75,UBERTime76,CaptureData76,UBERTime77,CaptureData77,UBERTime78,CaptureData78,UBERTime79,CaptureData79,UBERTime80,CaptureData80,UBERTime81,CaptureData81,UBERTime82,CaptureData82,UBERTime83,CaptureData83,UBERTime84,CaptureData84,UBERTime85,CaptureData85,UBERTime86,CaptureData86,UBERTime87,CaptureData87,UBERTime88,CaptureData88,UBERTime89,CaptureData89,UBERTime90,CaptureData90,UBERTime91,CaptureData91,UBERTime92,CaptureData92,UBERTime93,CaptureData93,UBERTime94,CaptureData94,UBERTime95,CaptureData95,UBERTime96,CaptureData96,UBERTime97,CaptureData97,UBERTime98,CaptureData98,UBERTime99,CaptureData99,UBERTime100,CaptureData100,UBERTime101,CaptureData101,UBERTime102,CaptureData102,UBERTime103,CaptureData103,UBERTime104,CaptureData104,UBERTime105,CaptureData105,UBERTime106,CaptureData106,UBERTime107,CaptureData107,UBERTime108,CaptureData108,UBERTime109,CaptureData109,UBERTime110,CaptureData110,UBERTime111,CaptureData111,UBERTime112,CaptureData112,UBERTime113,CaptureData113,UBERTime114,CaptureData114,UBERTime115,CaptureData115,UBERTime116,CaptureData116,UBERTime117,CaptureData117,UBERTime118,CaptureData118,UBERTime119,CaptureData119,UBERTime120,CaptureData120,UBERTime121,CaptureData121,UBERTime122,CaptureData122,UBERTime123,CaptureData123,UBERTime124,CaptureData124,UBERTime125,CaptureData125,UBERTime126,CaptureData126,UBERTime127,CaptureData127,UBERTime128,CaptureData128,UBERTime129,CaptureData129,UBERTime130,CaptureData130,UBERTime131,CaptureData131,UBERTime132,CaptureData132,UBERTime133,CaptureData133,UBERTime134,CaptureData134,UBERTime135,CaptureData135,UBERTime136,CaptureData136,UBERTime137,CaptureData137,UBERTime138,CaptureData138,UBERTime139,CaptureData139,UBERTime140,CaptureData140,UBERTime141,CaptureData141,UBERTime142,CaptureData142,UBERTime143,CaptureData143,UBERTime144,CaptureData144,UBERTime145,CaptureData145,UBERTime146,CaptureData146,UBERTime147,CaptureData147,UBERTime148,CaptureData148,UBERTime149,CaptureData149,UBERTime150,CaptureData150,UBERTime151,CaptureData151,UBERTime152,CaptureData152,UBERTime153,CaptureData153,UBERTime154,CaptureData154,UBERTime155,CaptureData155,UBERTime156,CaptureData156,UBERTime157,CaptureData157,UBERTime158,CaptureData158,UBERTime159,CaptureData159,UBERTime160,CaptureData160,UBERTime161,CaptureData161,UBERTime162,CaptureData162,UBERTime163,CaptureData163,UBERTime164,CaptureData164,UBERTime165,CaptureData165,UBERTime166,CaptureData166,UBERTime167,CaptureData167,UBERTime168,CaptureData168,UBERTime169,CaptureData169,UBERTime170,CaptureData170,UBERTime171,CaptureData171,UBERTime172,CaptureData172,UBERTime173,CaptureData173,UBERTime174,CaptureData174,UBERTime175,CaptureData175,UBERTime176,CaptureData176,UBERTime177,CaptureData177,UBERTime178,CaptureData178,UBERTime179,CaptureData179,UBERTime180,CaptureData180,UBERTime181,CaptureData181,UBERTime182,CaptureData182,UBERTime183,CaptureData183,UBERTime184,CaptureData184,UBERTime185,CaptureData185,UBERTime186,CaptureData186,UBERTime187,CaptureData187,UBERTime188,CaptureData188,UBERTime189,CaptureData189,UBERTime190,CaptureData190,UBERTime191,CaptureData191,UBERTime192,CaptureData192,UBERTime193,CaptureData193,UBERTime194,CaptureData194,UBERTime195,CaptureData195,UBERTime196,CaptureData196,UBERTime197,CaptureData197,UBERTime198,CaptureData198,UBERTime199,CaptureData199,UBERTime200,CaptureData200,UBERTime201,CaptureData201,UBERTime202,CaptureData202,UBERTime203,CaptureData203,UBERTime204,CaptureData204,UBERTime205,CaptureData205,UBERTime206,CaptureData206,UBERTime207,CaptureData207,UBERTime208,CaptureData208,UBERTime209,CaptureData209,UBERTime210,CaptureData210,UBERTime211,CaptureData211,UBERTime212,CaptureData212,UBERTime213,CaptureData213,UBERTime214,CaptureData214,UBERTime215,CaptureData215,UBERTime216,CaptureData216,UBERTime217,CaptureData217,UBERTime218,CaptureData218,UBERTime219,CaptureData219,UBERTime220,CaptureData220,UBERTime221,CaptureData221,UBERTime222,CaptureData222,UBERTime223,CaptureData223,UBERTime224,CaptureData224,UBERTime225,CaptureData225,UBERTime226,CaptureData226,UBERTime227,CaptureData227,UBERTime228,CaptureData228,UBERTime229,CaptureData229,UBERTime230,CaptureData230,UBERTime231,CaptureData231,UBERTime232,CaptureData232,UBERTime233,CaptureData233,UBERTime234,CaptureData234,UBERTime235,CaptureData235,UBERTime236,CaptureData236,UBERTime237,CaptureData237,UBERTime238,CaptureData238,UBERTime239,CaptureData239
0,Pitimbu,"[-5.869478123785449, -35.22129686002024]",240,2017-10-21 07:03:16,360,2017-10-21 07:07:16,360,2017-10-21 07:11:16,360,2017-10-21 07:15:16,360,2017-10-21 07:19:16,240,2017-10-21 07:23:16,240,2017-10-21 07:27:16,180,2017-10-21 07:31:16,240,2017-10-21 07:35:16,300,2017-10-21 07:39:16,300,2017-10-21 07:43:16,360,2017-10-21 07:47:16,180,2017-10-21 07:51:16,120,2017-10-21 07:59:16,300,2017-10-21 07:55:16,300,2017-10-21 08:03:16,300,2017-10-21 08:07:16,300,2017-10-21 08:11:16,300,2017-10-21 08:19:16,300,2017-10-21 08:15:16,180,2017-10-21 08:23:16,240,2017-10-21 08:27:16,360,2017-10-21 08:35:16,240,2017-10-21 08:43:16,360,2017-10-21 08:39:16,300,2017-10-21 08:31:16,180,2017-10-21 08:47:16,120,2017-10-21 08:55:16,240,2017-10-21 08:51:16,180,2017-10-21 09:03:16,180,2017-10-21 09:11:16,420,2017-10-21 09:07:16,180,2017-10-21 08:59:16,240,2017-10-21 09:15:16,180,2017-10-21 09:23:16,120,2017-10-21 09:19:16,180,2017-10-21 09:27:16,180,2017-10-21 09:31:16,180,2017-10-21 09:39:16,180,2017-10-21 09:35:16,120,2017-10-21 09:47:16,120,2017-10-21 09:55:16,120,2017-10-21 09:43:16,120,2017-10-21 09:51:16,240,2017-10-21 09:59:16,120,2017-10-21 10:03:16,180,2017-10-21 10:11:16,240,2017-10-21 10:07:16,300,2017-10-21 10:15:16,180,2017-10-21 10:21:23,180,2017-10-21 10:23:16,180,2017-10-21 10:31:16,180,2017-10-21 10:27:16,120,2017-10-21 10:41:23,180,2017-10-21 10:43:16,120,2017-10-21 10:35:16,120,2017-10-21 10:55:16,180,2017-10-21 10:51:16,120,2017-10-21 10:47:16,180,2017-10-21 10:59:16,180,2017-10-21 11:03:16,240,2017-10-21 11:07:16,180,2017-10-21 11:11:16,180,2017-10-21 11:15:16,120,2017-10-21 11:19:16,120,2017-10-21 11:27:16,120,2017-10-21 11:23:16,120,2017-10-21 11:31:16,180,2017-10-21 11:35:16,240,2017-10-21 11:39:16,120.0,2017-10-21 11:47:16,120.0,2017-10-21 11:43:16,180,2017-10-21 11:55:16,180.0,2017-10-21 11:51:16,180.0,2017-10-21 11:59:16,240.0,2017-10-21 12:03:16,180.0,2017-10-21 12:07:16,120.0,2017-10-21 12:11:16,240.0,2017-10-21 12:15:16,180,2017-10-21 12:19:16,120,2017-10-21 12:23:16,180.0,2017-10-21 12:27:16,240,2017-10-21 12:31:16,300,2017-10-21 12:35:16,180,2017-10-21 12:39:16,180,2017-10-21 12:43:16,180.0,2017-10-21 12:47:16,120,2017-10-21 12:51:16,120.0,2017-10-21 12:55:16,120,2017-10-21 12:59:16,120,2017-10-21 13:03:16,180,2017-10-21 13:07:16,300,2017-10-21 13:11:16,240,2017-10-21 13:15:16,240,2017-10-21 13:19:16,360,2017-10-21 13:23:16,300,2017-10-21 13:27:16,240,2017-10-21 13:31:16,180,2017-10-21 13:35:16,120,2017-10-21 13:39:16,180,2017-10-21 13:43:16,180,2017-10-21 13:47:16,300,2017-10-21 13:51:16,180,2017-10-21 13:55:16,120,2017-10-21 13:59:16,120,2017-10-21 14:03:16,120,2017-10-21 14:07:16,120,2017-10-21 14:11:16,120,2017-10-21 14:15:16,120,2017-10-21 14:19:16,120,2017-10-21 14:23:16,120,2017-10-21 14:27:16,120,2017-10-21 14:31:16,120,2017-10-21 14:35:16,240,2017-10-21 14:39:16,300,2017-10-21 14:43:16,180,2017-10-21 14:47:16,300,2017-10-21 14:51:16,120,2017-10-21 14:55:16,180,2017-10-21 14:59:17,180,2017-10-21 15:03:16,240,2017-10-21 15:07:17,240,2017-10-21 15:11:16,180,2017-10-21 15:15:16,120,2017-10-21 15:19:16,120,2017-10-21 15:23:16,120,2017-10-21 15:27:16,180,2017-10-21 15:31:16,180,2017-10-21 15:35:16,180,2017-10-21 15:39:16,240,2017-10-21 15:43:16,120,2017-10-21 15:47:16,240,2017-10-21 15:51:16,180,2017-10-21 15:55:16,120,2017-10-21 15:59:17,300,2017-10-21 16:03:16,300,2017-10-21 16:07:16,180,2017-10-21 16:11:16,240,2017-10-21 16:15:16,120.0,2017-10-21 16:19:16,180,2017-10-21 16:23:16,420,2017-10-21 16:27:16,360,2017-10-21 16:31:16,360.0,2017-10-21 16:35:16,180,2017-10-21 16:39:16,300,2017-10-21 16:43:16,240,2017-10-21 16:47:16,240,2017-10-21 16:51:16,240,2017-10-21 16:55:16,120,2017-10-21 16:59:16,240.0,2017-10-21 17:03:16,240.0,2017-10-21 17:07:16,360,2017-10-21 17:11:16,240.0,2017-10-21 17:15:16,360,2017-10-21 17:19:16,180,2017-10-21 17:23:16,180,2017-10-21 17:27:16,180.0,2017-10-21 17:31:16,180.0,2017-10-21 17:35:16,180,2017-10-21 17:39:17,180.0,2017-10-21 17:43:17,180,2017-10-21 17:47:16,180,2017-10-21 17:51:16,180,2017-10-21 17:55:17,120.0,2017-10-21 17:59:16,180.0,2017-10-21 18:03:16,240.0,2017-10-21 18:07:16,240.0,2017-10-21 18:11:16,180.0,2017-10-21 18:15:16,360.0,2017-10-21 18:19:17,240.0,2017-10-21 18:23:16,,,300.0,2017-10-21 18:31:19,240.0,2017-10-21 18:35:16,180.0,2017-10-21 18:39:16,360.0,2017-10-21 18:43:16,240.0,2017-10-21 18:47:17,240.0,2017-10-21 18:51:17,240.0,2017-10-21 18:55:17,360.0,2017-10-21 18:59:17,300.0,2017-10-21 19:03:16,300.0,2017-10-21 19:07:17,240.0,2017-10-21 19:11:16,300.0,2017-10-21 19:15:17,360.0,2017-10-21 19:19:17,300.0,2017-10-21 19:23:17,300.0,2017-10-21 19:27:17,300.0,2017-10-21 19:31:17,300.0,2017-10-21 19:35:17,180.0,2017-10-21 19:39:17,300.0,2017-10-21 19:43:17,300.0,2017-10-21 19:47:17,240.0,2017-10-21 19:51:17,360.0,2017-10-21 19:55:17,240.0,2017-10-21 19:59:17,180.0,2017-10-21 20:03:17,120.0,2017-10-21 20:07:16,300.0,2017-10-21 20:11:16,300.0,2017-10-21 20:17:16,240.0,2017-10-21 20:19:16,120.0,2017-10-21 20:23:16,180.0,2017-10-21 20:27:16,240.0,2017-10-21 20:31:16,240.0,2017-10-21 20:35:16,360.0,2017-10-21 20:39:16,300.0,2017-10-21 20:43:16,360.0,2017-10-21 20:47:16,240.0,2017-10-21 20:51:17,300.0,2017-10-21 20:55:16,360.0,2017-10-21 20:59:16,240.0,2017-10-21 21:03:21,420.0,2017-10-21 21:07:17,300.0,2017-10-21 21:11:17,240.0,2017-10-21 21:15:17,420.0,2017-10-21 21:19:16,120.0,2017-10-21 21:23:16,300.0,2017-10-21 21:27:17,180.0,2017-10-21 21:31:16,180.0,2017-10-21 21:35:16,240.0,2017-10-21 21:39:17,240.0,2017-10-21 21:43:16,300.0,2017-10-21 21:47:16,180.0,2017-10-21 21:51:17,300.0,2017-10-21 21:55:17,240.0,2017-10-21 21:59:16,300.0,2017-10-21 22:03:16,420.0,2017-10-21 22:07:16,300.0,2017-10-21 22:11:16,360.0,2017-10-21 22:15:16,360.0,2017-10-21 22:19:16,360.0,2017-10-21 22:23:16,480.0,2017-10-21 22:27:17,360.0,2017-10-21 22:31:17,420.0,2017-10-21 22:35:17,240.0,2017-10-21 22:39:17,240.0,2017-10-21 22:43:16,360.0,2017-10-21 22:47:16,360.0,2017-10-21 22:51:16,180.0,2017-10-21 22:55:16,360.0,2017-10-21 22:59:16
1,Pitimbu,"[-5.857422560837853, -35.2270736931287]",240,2017-10-21 07:03:17,360,2017-10-21 07:07:17,180,2017-10-21 07:11:17,420,2017-10-21 07:15:18,420,2017-10-21 07:19:17,420,2017-10-21 07:23:22,300,2017-10-21 07:27:17,300,2017-10-21 07:31:17,300,2017-10-21 07:35:17,180,2017-10-21 07:39:17,480,2017-10-21 07:43:17,420,2017-10-21 07:47:17,240,2017-10-21 07:53:24,360,2017-10-21 07:59:17,180,2017-10-21 07:55:17,360,2017-10-21 08:03:17,300,2017-10-21 08:07:17,300,2017-10-21 08:11:17,420,2017-10-21 08:19:17,180,2017-10-21 08:15:17,300,2017-10-21 08:23:17,360,2017-10-21 08:27:17,300,2017-10-21 08:35:17,300,2017-10-21 08:43:17,360,2017-10-21 08:39:17,420,2017-10-21 08:33:24,420,2017-10-21 08:47:17,180,2017-10-21 08:55:17,360,2017-10-21 08:51:17,300,2017-10-21 09:05:24,180,2017-10-21 09:11:17,360,2017-10-21 09:07:17,180,2017-10-21 08:59:17,120,2017-10-21 09:15:17,180,2017-10-21 09:23:17,120,2017-10-21 09:19:17,240,2017-10-21 09:27:17,180,2017-10-21 09:31:17,180,2017-10-21 09:39:17,240,2017-10-21 09:35:17,180,2017-10-21 09:47:17,180,2017-10-21 09:55:17,180,2017-10-21 09:43:17,120,2017-10-21 09:53:24,240,2017-10-21 09:59:17,300,2017-10-21 10:03:17,240,2017-10-21 10:11:17,240,2017-10-21 10:07:17,240,2017-10-21 10:15:17,300,2017-10-21 10:21:24,240,2017-10-21 10:23:17,300,2017-10-21 10:31:17,180,2017-10-21 10:27:17,300,2017-10-21 10:41:24,360,2017-10-21 10:43:17,180,2017-10-21 10:37:24,180,2017-10-21 10:55:17,180,2017-10-21 10:51:17,300,2017-10-21 10:47:17,180,2017-10-21 10:59:17,120,2017-10-21 11:03:17,180,2017-10-21 11:07:17,180,2017-10-21 11:11:17,300,2017-10-21 11:15:17,300,2017-10-21 11:19:17,180,2017-10-21 11:27:17,120,2017-10-21 11:23:17,240,2017-10-21 11:31:17,180,2017-10-21 11:35:17,240,2017-10-21 11:39:17,120.0,2017-10-21 11:47:17,180.0,2017-10-21 11:45:24,300,2017-10-21 11:55:17,240.0,2017-10-21 11:51:17,180.0,2017-10-21 11:59:17,180.0,2017-10-21 12:03:17,180.0,2017-10-21 12:07:17,180.0,2017-10-21 12:11:17,180.0,2017-10-21 12:15:17,120,2017-10-21 12:19:17,180,2017-10-21 12:23:17,180.0,2017-10-21 12:27:17,180,2017-10-21 12:31:17,120,2017-10-21 12:35:17,120,2017-10-21 12:39:17,180,2017-10-21 12:43:17,180.0,2017-10-21 12:47:17,180,2017-10-21 12:51:22,180.0,2017-10-21 12:55:17,180,2017-10-21 12:59:17,180,2017-10-21 13:03:17,180,2017-10-21 13:07:17,120,2017-10-21 13:11:17,180,2017-10-21 13:15:17,180,2017-10-21 13:19:17,240,2017-10-21 13:23:17,180,2017-10-21 13:27:17,300,2017-10-21 13:31:17,300,2017-10-21 13:35:17,120,2017-10-21 13:39:17,180,2017-10-21 13:43:17,180,2017-10-21 13:47:17,120,2017-10-21 13:51:17,120,2017-10-21 13:55:17,180,2017-10-21 13:59:17,120,2017-10-21 14:03:17,180,2017-10-21 14:07:17,240,2017-10-21 14:11:17,180,2017-10-21 14:15:17,120,2017-10-21 14:19:17,180,2017-10-21 14:23:17,180,2017-10-21 14:27:17,120,2017-10-21 14:31:17,240,2017-10-21 14:35:17,120,2017-10-21 14:39:17,180,2017-10-21 14:43:17,180,2017-10-21 14:47:17,120,2017-10-21 14:51:18,180,2017-10-21 14:55:17,180,2017-10-21 14:59:18,120,2017-10-21 15:03:17,120,2017-10-21 15:07:17,120,2017-10-21 15:11:17,240,2017-10-21 15:15:17,240,2017-10-21 15:19:17,180,2017-10-21 15:23:17,240,2017-10-21 15:27:17,120,2017-10-21 15:31:17,240,2017-10-21 15:35:17,240,2017-10-21 15:39:17,180,2017-10-21 15:43:17,180,2017-10-21 15:47:17,300,2017-10-21 15:51:17,240,2017-10-21 15:55:17,180,2017-10-21 15:59:24,240,2017-10-21 16:03:17,300,2017-10-21 16:07:17,360,2017-10-21 16:11:17,240,2017-10-21 16:15:17,300.0,2017-10-21 16:19:17,300,2017-10-21 16:23:17,300,2017-10-21 16:27:17,240,2017-10-21 16:31:17,240.0,2017-10-21 16:35:17,300,2017-10-21 16:39:17,240,2017-10-21 16:43:17,420,2017-10-21 16:47:17,240,2017-10-21 16:51:17,240,2017-10-21 16:55:17,180,2017-10-21 16:59:17,420.0,2017-10-21 17:03:17,300.0,2017-10-21 17:07:17,240,2017-10-21 17:11:17,420.0,2017-10-21 17:15:17,420,2017-10-21 17:19:17,180,2017-10-21 17:23:17,180,2017-10-21 17:27:19,180.0,2017-10-21 17:31:17,180.0,2017-10-21 17:35:17,300,2017-10-21 17:39:18,240.0,2017-10-21 17:43:18,420,2017-10-21 17:47:17,480,2017-10-21 17:51:17,180,2017-10-21 17:55:18,180.0,2017-10-21 17:59:17,360.0,2017-10-21 18:03:17,300.0,2017-10-21 18:07:17,300.0,2017-10-21 18:11:17,300.0,2017-10-21 18:15:17,240.0,2017-10-21 18:19:17,360.0,2017-10-21 18:23:17,,,180.0,2017-10-21 18:31:20,180.0,2017-10-21 18:35:17,180.0,2017-10-21 18:39:17,180.0,2017-10-21 18:43:17,180.0,2017-10-21 18:47:19,120.0,2017-10-21 18:51:19,180.0,2017-10-21 18:55:18,300.0,2017-10-21 18:59:18,180.0,2017-10-21 19:03:17,240.0,2017-10-21 19:07:18,240.0,2017-10-21 19:11:17,300.0,2017-10-21 19:15:18,300.0,2017-10-21 19:19:18,240.0,2017-10-21 19:23:18,300.0,2017-10-21 19:27:18,240.0,2017-10-21 19:31:19,240.0,2017-10-21 19:35:18,180.0,2017-10-21 19:39:19,240.0,2017-10-21 19:43:18,300.0,2017-10-21 19:47:18,300.0,2017-10-21 19:51:18,420.0,2017-10-21 19:55:18,240.0,2017-10-21 19:59:18,300.0,2017-10-21 20:03:18,120.0,2017-10-21 20:07:18,300.0,2017-10-21 20:11:18,240.0,2017-10-21 20:17:17,300.0,2017-10-21 20:19:17,120.0,2017-10-21 20:23:17,420.0,2017-10-21 20:27:17,360.0,2017-10-21 20:31:17,360.0,2017-10-21 20:35:17,240.0,2017-10-21 20:39:17,240.0,2017-10-21 20:43:17,300.0,2017-10-21 20:47:17,300.0,2017-10-21 20:51:17,240.0,2017-10-21 20:55:18,300.0,2017-10-21 20:59:18,180.0,2017-10-21 21:03:22,240.0,2017-10-21 21:07:18,120.0,2017-10-21 21:11:19,300.0,2017-10-21 21:15:18,360.0,2017-10-21 21:19:17,300.0,2017-10-21 21:23:17,300.0,2017-10-21 21:27:18,240.0,2017-10-21 21:31:17,240.0,2017-10-21 21:35:17,420.0,2017-10-21 21:39:18,300.0,2017-10-21 21:43:17,240.0,2017-10-21 21:47:17,240.0,2017-10-21 21:51:18,240.0,2017-10-21 21:55:18,240.0,2017-10-21 21:59:17,180.0,2017-10-21 22:03:17,300.0,2017-10-21 22:07:17,360.0,2017-10-21 22:11:18,360.0,2017-10-21 22:15:17,300.0,2017-10-21 22:19:18,240.0,2017-10-21 22:23:17,300.0,2017-10-21 22:27:18,240.0,2017-10-21 22:31:18,300.0,2017-10-21 22:35:18,420.0,2017-10-21 22:39:18,240.0,2017-10-21 22:43:17,360.0,2017-10-21 22:47:17,240.0,2017-10-21 22:51:17,300.0,2017-10-21 22:55:17,360.0,2017-10-21 22:59:17
